Marital status,Application mode,Application order,evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Output
1,13,1,1,1,1,1,14,5,9,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,27,10,10,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,22,28,10,10,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,22,28,10,10,0,1,0,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,27,10,7,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
5,8,5,1,1,1,22,28,6,9,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,13,27,8,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,13,1,1,1,1,1,2,10,4,0,0,1,0,0,22,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,1,10,6,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,3,1,1,1,22,28,10,10,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,8,4,1,1,1,23,27,4,4,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,14,5,7,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
1,1,6,1,1,1,23,14,6,7,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,13,14,10,6,0,1,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,2,0,1,1,13,9,1,1,0,0,1,0,0,22,0,7.6,2.6,0.32,Graduate
1,16,1,0,1,1,13,28,6,8,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,13,14,5,5,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,10,14,5,6,1,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,1,1,27,8,8,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,7,4,1,1,1,23,27,10,8,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
1,1,2,1,1,14,1,27,10,8,0,0,1,0,1,20,1,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,13,14,4,10,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
1,8,3,1,1,1,23,1,10,6,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
4,12,1,0,1,1,22,27,4,5,0,0,1,0,1,35,0,15.5,2.8,-4.06,Graduate
1,14,2,1,1,1,13,14,1,1,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,27,6,8,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,14,6,8,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
1,8,4,1,1,1,1,14,5,4,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
1,9,1,1,1,1,1,27,10,10,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate
1,7,2,1,1,1,22,27,6,7,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,17,2,1,10,2,0,0,1,1,0,21,1,16.2,0.3,-0.92,Graduate
1,9,1,1,1,1,23,27,10,10,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,7,1,1,1,1,1,1,10,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,13,14,6,6,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,14,10,10,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,8,1,1,1,1,13,1,6,8,0,1,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,6,1,1,1,1,1,5,5,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,14,8,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
2,12,1,1,1,1,23,27,10,10,0,0,1,0,0,29,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,0,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,1,6,1,1,1,1,28,32,35,0,1,1,0,1,20,0,8.9,1.4,3.51,Graduate
1,14,2,1,1,1,22,24,12,1,0,1,1,0,0,22,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,22,27,1,1,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,3,28,4,8,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,8,4,1,1,1,13,14,6,9,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,1,1,5,11,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,9,2,1,1,1,13,28,10,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,1,10,6,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,13,28,8,8,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,23,28,8,8,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,7,14,5,4,0,0,1,0,0,23,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,23,28,6,8,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,1,5,1,1,1,23,28,5,9,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,28,6,7,0,0,1,0,1,22,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,14,5,5,0,1,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,3,1,5,6,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,8,6,1,1,1,1,27,2,2,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,6,1,1,1,1,27,5,4,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,13,14,10,10,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,13,29,5,9,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,14,1,1,1,1,23,27,10,6,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
1,8,3,1,1,1,23,28,8,9,1,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,28,8,9,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,13,28,6,6,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,23,27,8,8,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,4,1,1,1,1,27,5,8,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,28,10,10,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,3,1,1,1,1,1,4,4,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
2,12,1,1,1,1,22,14,8,4,0,1,1,0,1,34,0,9.4,-0.8,-3.12,Graduate
1,9,2,1,1,1,23,27,10,6,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,6,1,1,1,1,1,5,6,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,28,10,11,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,8,2,1,1,1,13,27,10,8,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,14,1,1,1,1,13,28,10,10,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,8,2,1,1,1,13,14,5,8,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,8,5,1,1,1,1,14,10,8,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,13,27,10,10,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,1,3,1,1,4,13,14,5,10,0,0,1,1,1,18,1,16.2,0.3,-0.92,Graduate
1,1,3,1,1,1,23,14,8,10,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,14,5,5,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,27,6,8,0,0,1,1,1,20,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,1,10,10,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,21,27,1,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,14,10,8,0,0,1,1,0,22,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,28,10,10,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
1,8,5,1,1,4,4,10,3,10,0,0,1,1,0,20,1,8.9,1.4,3.51,Graduate
1,1,1,0,1,1,2,27,5,10,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
1,16,1,1,1,1,3,3,2,11,0,1,1,1,0,21,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,1,14,8,8,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,3,1,1,1,13,14,10,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,8,3,1,1,1,13,28,6,8,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,9,1,1,1,1,22,28,6,8,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,23,28,10,10,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,27,10,7,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,27,10,6,0,0,1,0,1,24,0,10.8,1.4,1.74,Graduate
1,8,2,1,1,1,13,27,10,8,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,1,28,5,9,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,5,1,1,1,23,28,10,10,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,6,1,1,1,23,28,6,6,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,22,27,10,10,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,4,1,1,1,1,1,4,4,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
1,8,3,1,1,1,13,28,10,8,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,1,4,11,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,28,6,6,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,9,1,1,1,1,22,28,8,9,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,15,1,1,1,1,22,27,7,10,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
1,1,5,1,1,1,13,14,10,10,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,13,28,8,8,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,22,27,10,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,3,1,1,1,1,3,5,5,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,8,4,1,1,1,1,1,4,4,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,1,1,4,4,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,13,14,10,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,1,14,5,4,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,4,1,1,1,22,28,10,10,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,27,5,10,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,1,6,1,1,1,23,28,10,10,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,1,10,10,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,14,6,10,0,0,1,1,0,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,28,4,6,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,22,14,8,8,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
1,9,1,1,1,1,3,14,3,9,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,13,28,10,9,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
1,12,1,1,1,1,1,1,6,4,0,0,1,1,1,24,0,15.5,2.8,-4.06,Graduate
1,1,3,1,1,1,22,27,10,6,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,1,1,3,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,3,14,4,11,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,1,14,5,10,0,0,1,0,0,19,0,13.9,-0.3,0.79,Graduate
1,8,5,1,1,1,23,28,29,39,0,1,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,10,1,10,4,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,13,14,10,9,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,23,28,10,8,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,10,1,2,12,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
1,8,5,1,1,1,23,1,10,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,9,2,1,1,1,23,27,6,6,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,6,1,1,1,1,23,1,10,2,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
1,7,2,1,1,1,13,27,10,8,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,14,1,1,1,9,22,27,10,10,0,0,1,1,0,23,1,9.4,-0.8,-3.12,Graduate
1,9,3,1,1,1,13,1,5,8,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,13,14,12,12,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,3,14,6,6,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,8,4,1,1,1,13,14,6,8,0,1,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,8,3,1,1,1,13,28,10,8,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,23,28,7,7,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,14,6,6,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,15,1,1,1,1,4,4,3,7,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
1,8,1,1,1,1,13,28,10,8,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,1,23,28,6,8,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,7,3,1,1,1,1,28,5,9,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
2,12,1,0,1,1,22,27,10,10,0,0,1,0,0,35,0,15.5,2.8,-4.06,Graduate
1,9,1,1,1,1,1,1,10,10,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,23,27,10,7,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
1,1,5,1,1,1,13,14,8,4,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,1,1,10,10,0,0,1,1,0,25,0,12.4,0.5,1.79,Graduate
1,8,6,1,1,1,1,1,5,4,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
1,14,1,0,1,1,1,1,7,7,0,0,1,1,0,34,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,27,10,10,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate
1,9,2,1,1,1,13,27,6,8,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
1,14,4,0,1,1,19,24,1,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,14,10,8,0,0,1,1,1,18,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,1,1,5,4,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,13,28,5,10,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
1,8,1,1,1,1,13,28,5,8,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,16,1,1,1,1,2,1,4,4,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
1,1,2,1,1,1,3,1,3,7,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,1,1,10,10,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,9,2,1,1,1,13,1,5,4,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,8,6,1,1,1,13,14,5,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
2,12,1,1,1,1,22,27,10,10,0,0,1,1,0,29,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,1,3,10,10,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
1,14,1,1,1,1,1,27,6,6,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
1,8,2,1,1,1,1,1,5,11,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,27,4,4,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
2,12,1,0,1,1,22,14,6,4,0,0,1,1,0,33,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,27,8,8,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,13,27,8,8,0,0,1,1,0,22,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,13,27,6,10,0,0,1,1,1,19,0,11.1,0.6,2.02,Graduate
1,5,1,1,1,10,3,1,10,10,0,0,1,0,0,19,1,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,27,10,8,0,0,1,0,1,21,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,13,1,5,2,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate
2,12,1,0,1,1,22,27,10,10,0,0,1,1,0,29,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,1,1,5,4,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
1,12,1,1,1,1,22,27,10,10,0,0,1,1,1,28,0,12.4,0.5,1.79,Graduate
1,6,1,1,1,12,13,1,10,8,0,0,0,0,0,21,1,13.9,-0.3,0.79,Graduate
1,8,3,1,1,1,23,1,10,6,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
2,6,1,1,1,14,22,27,10,7,0,0,1,0,0,59,1,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,1,28,10,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,14,10,11,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,1,27,5,10,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
2,14,1,0,1,1,19,24,1,1,0,0,1,0,1,35,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,22,27,10,10,0,0,1,0,0,49,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,1,28,6,6,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,12,1,0,1,1,22,27,10,10,0,0,1,0,1,30,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,1,14,3,8,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
1,1,3,1,1,1,3,14,3,11,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,4,1,1,1,1,1,4,5,0,0,1,0,1,22,0,11.1,0.6,2.02,Graduate
1,8,6,1,1,1,1,14,8,8,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,8,5,1,1,1,13,28,10,6,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,1,14,5,5,0,0,1,1,0,21,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,13,14,5,5,1,0,1,0,0,22,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,22,27,10,8,0,0,1,1,1,21,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,22,14,10,10,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,17,28,10,9,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
1,8,2,0,1,1,1,14,5,13,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,1,10,10,0,0,1,1,1,18,0,13.9,-0.3,0.79,Graduate
1,1,4,1,1,1,1,1,1,4,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate
1,1,5,1,1,1,3,14,4,10,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate
1,1,6,1,1,1,4,3,3,2,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,23,14,8,8,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,8,2,1,1,1,13,14,6,6,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
2,12,1,0,1,1,23,27,6,4,0,0,1,0,1,36,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,28,7,10,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,13,1,1,1,1,1,1,10,11,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
1,9,1,1,1,1,13,3,10,8,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,27,10,10,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,2,10,5,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
2,12,1,0,1,1,22,27,10,11,0,0,1,1,0,49,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,23,27,8,6,0,0,1,1,1,18,0,16.2,0.3,-0.92,Graduate
2,12,1,1,1,1,1,14,7,7,0,0,1,1,0,37,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,1,1,5,5,0,0,1,1,1,21,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,3,1,3,4,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate
1,1,4,1,1,1,1,27,5,4,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,2,1,1,1,23,28,10,8,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,5,1,1,1,1,1,5,5,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
1,8,2,0,1,1,22,14,10,10,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,1,14,4,4,0,0,1,0,0,22,0,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,1,28,5,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,1,28,5,10,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,1,1,5,8,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,13,14,4,11,0,0,1,0,1,20,0,12.4,0.5,1.79,Graduate
1,1,2,1,1,1,23,1,10,4,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,3,14,2,5,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,14,3,1,1,1,22,27,10,10,0,0,1,0,1,20,0,7.6,2.6,0.32,Graduate
1,1,2,1,1,1,3,3,6,3,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,1,5,5,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,1,27,10,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,22,27,10,2,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,1,1,6,7,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,1,4,1,1,1,3,14,2,6,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,0,1,1,22,27,6,9,0,1,1,0,1,22,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,13,3,5,3,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,8,4,1,1,1,1,1,5,10,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
5,12,1,0,1,1,1,1,4,4,0,0,1,1,1,35,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,22,26,5,12,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
1,8,3,1,1,1,22,27,6,6,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
1,1,5,1,1,1,3,3,3,3,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Graduate
1,8,3,1,1,1,23,1,10,10,0,0,1,1,0,21,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,28,10,10,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate
1,8,1,1,1,1,23,27,10,9,0,0,1,1,1,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,13,28,5,6,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,23,27,10,10,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,1,1,6,6,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,28,8,8,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
1,12,1,1,1,1,1,14,5,10,0,0,1,1,1,25,0,15.5,2.8,-4.06,Graduate
1,1,3,1,1,1,22,28,10,6,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,3,1,1,1,13,14,6,5,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Graduate
1,8,4,1,1,1,13,27,10,10,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,8,2,1,1,1,1,14,5,11,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,4,1,1,1,23,28,8,8,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,23,27,10,10,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,22,27,10,10,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,16,1,1,1,1,3,3,3,9,0,0,1,0,0,22,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,2,1,10,10,1,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,14,4,11,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
1,14,1,1,1,1,19,24,13,13,0,0,1,0,1,29,0,9.4,-0.8,-3.12,Graduate
2,14,1,0,1,1,22,27,10,10,0,0,1,1,0,37,0,9.4,-0.8,-3.12,Graduate
